lib_ID,sample_name,replicate,bam,tool_IDs
SRR5860427,hmg-3,1,https://github.com/trev-f/SRAlign-test/raw/main/alignments/hmg-3_rep1__fsp_bt2-testWBcel235_sbl_sSR.bam
SRR5860428,hmg-3,2,https://github.com/trev-f/SRAlign-test/raw/main/alignments/hmg-3_rep2__fsp_bt2-testWBcel235_sbl_sSR.bam
